time,ref.q_ref,sensor_ref.U_q,sensor_state.U_q,pid.u,drive_coupled.torque,pendulum.alpha,pendulum.omega,pendulum.q
s,rad,V,V,-,m·N,rad/s²,rad/s,rad
0.01,0.005482888074935513,1.4941176470588236,1.4941176470588236,0.0,-0.0,0.0,0.0,0.0
0.02,0.01096442332928075,1.5058823529411764,1.4941176470588236,0.8425555963693577,-0.0,0.0,0.0,0.0
0.03,0.016443253276233673,1.5058823529411764,1.4941176470588236,0.5735845403937588,136.60547442936414,0.0,0.0,0.0
0.04,0.02191802609648637,1.5176470588235293,1.4941176470588236,1.0,91.90710135662451,7.183765946211054,0.07187586248999055,0.00036186704390626625
0.05,0.02738739097176622,1.5176470588235293,1.4941176470588236,0.8981542777791043,159.84307146196537,4.853525824280619,0.12051150214484448,0.0013252421823465135
0.060000000000000005,0.03284999841813012,1.5294117647058822,1.4941176470588236,1.0,141.74426141119696,8.390559198555556,0.20455630543838674,0.002951464952537128
0.07,0.03830450061892943,1.5294117647058822,1.4941176470588236,1.0,156.5886544310417,7.417625994023418,0.2789442364454922,0.0053705784394713135
0.08,0.04374955175736355,1.5411764705882354,1.5058823529411764,0.9240120656453235,154.871751424541,8.142213097904522,0.3606298193076812,0.008570104323176701
0.09,0.04918380834854014,1.5411764705882354,1.5058823529411764,0.8037867771655782,140.810006759579,7.991071689797719,0.4408794835802957,0.01257817136117238
0.09999999999999999,0.054605929570959846,1.5529411764705883,1.5176470588235293,0.7447655072244675,119.70793233098617,7.1733160925603014,0.5130131119142599,0.017349448156915005
0.10999999999999999,0.060014577597343965,1.5529411764705883,1.5176470588235293,0.7231748707195369,108.76275794951766,5.970869789514889,0.573173532313262,0.02278213238518784
0.11999999999999998,0.06540841792472336,1.5647058823529412,1.5294117647058822,0.7238801595121127,104.06555980837533,5.291824936444448,0.6265853339828935,0.02878266637713088
0.12999999999999998,0.070786119703707,1.5647058823529412,1.5294117647058822,0.7380663837004326,103.07999137527247,4.9360785845942265,0.6764807795347987,0.03529878581612461
0.13999999999999999,0.07614635606684919,1.576470588235294,1.5411764705882354,0.7607402229795378,104.32747473773055,4.769495780158758,0.7247548347486382,0.04230584845227023
0.15,0.08148780445603429,1.576470588235294,1.5411764705882354,0.7883399117397345,106.96914965592944,4.713740441461921,0.7725016801204844,0.04979297525299065
0.16,0.08680914694879804,1.588235294117647,1.5529411764705883,0.8189693686944889,110.41075117590185,4.724297036877433,0.8203830346130799,0.05775822295125204
0.17,0.09210907058350533,1.588235294117647,1.5647058823529412,0.0076956704982367174,114.33532437092012,4.769602010948906,0.8687578133644857,0.06620600919665315
0.18000000000000002,0.09738626768330373,1.6,1.576470588235294,0.3105080468463892,-18.25298097115014,4.832777666666612,0.9177916159385748,0.07513960959051377
0.19000000000000003,0.1026394361787733,1.6,1.588235294117647,-0.3425208525314505,30.863490524010356,-2.290737984522263,0.8956136666310842,0.08420751127392853
0.20000000000000004,0.1078672799291926,1.611764705882353,1.588235294117647,0.897148154260259,-74.89922296856001,0.11288514848599651,0.8974572247569527,0.0931738954762031
0.21000000000000005,0.11306850904234211,1.611764705882353,1.6,0.030735332652025993,126.91447465423333,-5.580346414143759,0.8423488034710884,0.10187369082539187
0.22000000000000006,0.11824184019276589,1.6235294117647059,1.611764705882353,0.29418822424162155,-13.953808475290876,4.872279317777963,0.8917754944252057,0.11054543655386698
0.23000000000000007,0.1233859969384127,1.6235294117647059,1.6235294117647059,-0.38677424573399727,28.829806423549257,-2.627439917444117,0.8662102674498944,0.11933612713384216
0.24000000000000007,0.12849971003557928,1.6352941176470588,1.6352941176470588,-0.012385230044274359,-81.33856964591413,-0.5533199308553207,0.8613578622674701,0.1279748285892508
0.25000000000000006,0.13358171775207697,1.6352941176470588,1.6352941176470588,0.21474222497947165,-19.635773499967048,-6.473116397840803,0.7972853682320296,0.1362687547062564
0.26000000000000006,0.1386307661785455,1.6470588235294117,1.6470588235294117,0.352588526166143,18.103915239282586,-3.3813929851148314,0.7640820100778241,0.14407596617763974
0.2700000000000001,0.1436456095378362,1.6470588235294117,1.6588235294117646,-0.4071593817248447,40.885101611791384,-1.4995363993147226,0.7496789271296216,0.15164528843494446
0.2800000000000001,0.1486250104923888,1.6470588235294117,1.6588235294117646,-0.08748893955496127,-82.14901426444955,-0.4097530809338088,0.7461697049933613,0.15912528799788916
0.2900000000000001,0.15356774044952617,1.6588235294117646,1.6705882352941177,0.10183102263343971,-29.24616837021098,-6.992488008185163,0.676802079335836,0.16623914449013988
0.3000000000000001,0.15847257986459104,1.6588235294117646,1.6823529411764706,-0.6335419220465497,2.5457177720886066,-4.3469021023367915,0.6338304737332381,0.17279206010528173
0.3100000000000001,0.16333831854185046,1.6705882352941177,1.6823529411764706,0.5416699582291967,-115.99480796499763,-2.758193366184034,0.6067304968758435,0.1789949144347162
0.3200000000000001,0.16816375593309338,1.6705882352941177,1.6941176470588235,-0.37784199025297643,76.08849180259463,-9.077676319190925,0.5163982407963195,0.18461017147373673
0.3300000000000001,0.1729477014338481,1.6823529411764706,1.6941176470588235,0.6829130590114108,-72.55833277531126,0.9159650042234739,0.5259702498509923,0.18982305089633064
0.34000000000000014,0.17768897467714606,1.6823529411764706,1.7058823529411764,-0.30609317399674685,100.40745676520079,-6.932545945121277,0.4570249432538698,0.1947365437125056
0.35000000000000014,0.18238640582475962,1.6823529411764706,1.7058823529411764,-0.13060194060691388,-59.816069910701955,2.055544138454215,0.47795366588621596,0.19941199153961262
